module,owner_service,table,columns,purpose,purpose_source,has_data
qiyas,compliance-controls-service,strategic_objectives,20,"Qiyas -- Strategic Objectives",name,no
qiyas,compliance-controls-service,strategic_themes,12,"Qiyas -- Strategic Themes",name,no
exception,compliance-controls-service,exception_approval_config,14,"Exception -- Exception Approval: Configuration values",pattern,no
exception,compliance-controls-service,exception_gate_audit,11,"Exception -- Exception Gate: Audit-trail entries",pattern,no
exception,compliance-controls-service,exception_gating_rules,13,"Exception -- Exception Gating: Rules/policy definitions",pattern,yes
exception,compliance-controls-service,exceptions,23,"Exception -- Exception record (Exceptions)",token,no
exception,compliance-controls-service,ucf_controls,21,"Exception -- Control record (Ucf Controls)",token,no
knowledge,compliance-controls-service,knowledge_articles,14,"Knowledge -- Knowledge Articles",name,no
risk,risk-incident-service,kri_breach_log,13,"Risk -- Kri Breach: Activity/audit log records",pattern,no
risk,risk-incident-service,kri_data_points,9,"Risk -- Kri: Time-series data points",pattern,no
risk,risk-incident-service,kri_tracking,15,"Risk -- Kri Tracking",name,no
risk,risk-incident-service,kri_values,8,"Risk -- Kri Values",name,no
risk,risk-incident-service,mitigating_control_mappings,7,"Risk -- Mitigating Control: Cross-entity mapping",pattern,no
risk,risk-incident-service,model_inventory,19,"Risk -- Model Inventory",name,no
risk,risk-incident-service,model_risk_scores,11,"Risk -- Risk record (Model Risk Scores)",token,no
risk,risk-incident-service,model_validations,10,"Risk -- Model Validations",name,no
risk,risk-incident-service,object_mappings,6,"Risk -- Object: Cross-entity mapping",pattern,no
risk,risk-incident-service,preventive_control_mappings,7,"Risk -- Preventive Control: Cross-entity mapping",pattern,no
risk,risk-incident-service,risk_acceptance_log,14,"Risk -- Risk Acceptance: Activity/audit log records",pattern,no
risk,risk-incident-service,risk_assessment_items,9,"Risk -- Risk record (Risk Assessment Items)",token,no
risk,risk-incident-service,risk_assessment_responses,11,"Risk -- Risk Assessment: Response records (questionnaire/survey/assessment)",pattern,no
risk,risk-incident-service,risk_assessment_reviews,7,"Risk -- Risk record (Risk Assessment Reviews)",token,no
risk,risk-incident-service,risk_assessments,16,"Risk -- Risk record (Risk Assessments)",token,no
risk,risk-incident-service,risk_asset_links,7,"Risk -- Risk Asset: Cross-table link records",pattern,no
risk,risk-incident-service,risk_campaigns,11,"Risk -- Campaign record (Risk Campaigns)",token,no
risk,risk-incident-service,risk_categories,10,"Risk -- Risk: Category taxonomy",pattern,yes
risk,risk-incident-service,risk_compliance_links,7,"Risk -- Risk Compliance: Cross-table link records",pattern,no
risk,risk-incident-service,risk_consequences,11,"Risk -- Risk record (Risk Consequences)",token,no
risk,risk-incident-service,risk_dashboard_cache,4,"Risk -- Risk Dashboard: Cached values",pattern,no
risk,risk-incident-service,risk_dependencies,8,"Risk -- Risk: Dependency mapping",pattern,no
risk,risk-incident-service,risk_escalation_log,9,"Risk -- Risk Escalation: Activity/audit log records",pattern,no
risk,risk-incident-service,risk_evidence_links,7,"Risk -- Risk Evidence: Cross-table link records",pattern,no
risk,risk-incident-service,risk_fair_assessments,26,"Risk -- Risk record (Risk Fair Assessments)",token,no
risk,risk-incident-service,risk_impact_scales,11,"Risk -- Risk record (Risk Impact Scales)",token,no
risk,risk-incident-service,risk_indicator_templates,13,"Risk -- Risk Indicator: Template catalog",pattern,no
risk,risk-incident-service,risk_kris,22,"Risk -- Risk record (Risk Kris)",token,no
risk,risk-incident-service,risk_likelihood_scales,10,"Risk -- Risk record (Risk Likelihood Scales)",token,no
risk,risk-incident-service,risk_owners,9,"Risk -- Risk: Ownership assignment",pattern,no
risk,risk-incident-service,risk_policy_links,7,"Risk -- Risk Policy: Cross-table link records",pattern,no
risk,risk-incident-service,risk_review_log,9,"Risk -- Risk Review: Activity/audit log records",pattern,no
risk,risk-incident-service,risk_scenario_reviews,8,"Risk -- Risk record (Risk Scenario Reviews)",token,no
risk,risk-incident-service,risk_scenarios,16,"Risk -- Risk record (Risk Scenarios)",token,no
risk,risk-incident-service,risk_score_history,7,"Risk -- Risk Score: Historical change records",pattern,no
risk,risk-incident-service,risk_scoring_models,11,"Risk -- Risk record (Risk Scoring Models)",token,yes
risk,risk-incident-service,risk_sector_applicability,8,"Risk -- Risk record (Risk Sector Applicability)",token,no
risk,risk-incident-service,risk_status_history,11,"Risk -- Risk Status: Historical change records",pattern,no
risk,risk-incident-service,risk_taxonomy,9,"Risk -- Risk record (Risk Taxonomy)",token,no
risk,risk-incident-service,risk_team_distribution,7,"Risk -- Risk record (Risk Team Distribution)",token,yes
risk,risk-incident-service,risk_threats,10,"Risk -- Risk record (Risk Threats)",token,no
risk,risk-incident-service,risk_treatment_actions,12,"Risk -- Risk Treatment: Action/operation catalog",pattern,no
risk,risk-incident-service,risk_treatment_reviews,7,"Risk -- Risk record (Risk Treatment Reviews)",token,no
risk,risk-incident-service,risk_treatments,24,"Risk -- Risk record (Risk Treatments)",token,no
risk,risk-incident-service,risk_velocity_scales,10,"Risk -- Risk record (Risk Velocity Scales)",token,no
risk,risk-incident-service,risk_vendor_links,7,"Risk -- Risk Vendor: Cross-table link records",pattern,no
risk,risk-incident-service,risks,54,"Risk -- Risk record (Risks)",token,no
risk,risk-incident-service,vulnerabilities,21,"Risk -- Vulnerabilities",name,no
risk,risk-incident-service,vulnerability_findings_map,8,"Risk -- Finding record (Vulnerability Findings Map)",token,no
local-knowledge,compliance-controls-service,local_knowledge_access_log,17,"Local Knowledge -- Local Knowledge Access: Activity/audit log records",pattern,no
local-knowledge,compliance-controls-service,local_knowledge_cache,13,"Local Knowledge -- Local Knowledge: Cached values",pattern,no
local-knowledge,compliance-controls-service,local_knowledge_chunks,10,"Local Knowledge -- Local Knowledge Chunks",name,no
local-knowledge,compliance-controls-service,local_knowledge_custody_chain,10,"Local Knowledge -- Local Knowledge Custody Chain",name,no
local-knowledge,compliance-controls-service,local_knowledge_document_acl,12,"Local Knowledge -- Local Knowledge Document Acl",name,no
local-knowledge,compliance-controls-service,local_knowledge_document_versions,8,"Local Knowledge -- Local Knowledge Document: Versioned record history",pattern,no
local-knowledge,compliance-controls-service,local_knowledge_documents,26,"Local Knowledge -- Local Knowledge Documents",name,no
local-knowledge,compliance-controls-service,local_knowledge_extractions,11,"Local Knowledge -- Local Knowledge Extractions",name,no
local-knowledge,compliance-controls-service,local_knowledge_index,8,"Local Knowledge -- Local Knowledge Index",name,no
local-knowledge,compliance-controls-service,local_knowledge_ingestion_log,22,"Local Knowledge -- Local Knowledge Ingestion: Activity/audit log records",pattern,no
local-knowledge,compliance-controls-service,local_knowledge_legal_hold_audit,8,"Local Knowledge -- Local Knowledge Legal Hold: Audit-trail entries",pattern,no
local-knowledge,compliance-controls-service,local_knowledge_published,21,"Local Knowledge -- Local Knowledge Published",name,no
local-knowledge,compliance-controls-service,local_knowledge_source_sync_history,12,"Local Knowledge -- Local Knowledge Source Sync: Historical change records",pattern,no
local-knowledge,compliance-controls-service,local_knowledge_sources,22,"Local Knowledge -- Local Knowledge Sources",name,no
local-knowledge,compliance-controls-service,local_knowledge_storage_quota,10,"Local Knowledge -- Local Knowledge Storage Quota",name,no
mcp,ai-gateway-service,mcp_agent_overrides,11,"Mcp -- AI agent record (Mcp Agent Overrides)",token,no
mcp,ai-gateway-service,mcp_prompt_overrides,12,"Mcp -- Prompt template/log (Mcp Prompt Overrides)",token,no
mcp,ai-gateway-service,mcp_resource_overrides,10,"Mcp -- Mcp Resource Overrides",name,no
mcp,ai-gateway-service,mcp_tool_approval_requests,20,"Mcp -- Approval record (Mcp Tool Approval Requests)",token,no
mcp,ai-gateway-service,mcp_tool_execution_log,36,"Mcp -- Mcp Tool Execution: Activity/audit log records",pattern,no
mcp,ai-gateway-service,mcp_tool_overrides,17,"Mcp -- Mcp Tool Overrides",name,no
mcp,ai-gateway-service,mcp_tool_usage_counters,12,"Mcp -- Mcp Tool Usage Counters",name,no
mcp,ai-gateway-service,mcp_workflow_tool_bindings,28,"Mcp -- Mcp Workflow Tool Bindings",name,no
navigation,tenant-service,navigation_audit_log,9,"Navigation -- Navigation Audit: Activity/audit log records",pattern,no
navigation,tenant-service,navigation_items,15,"Navigation -- Navigation Items",name,yes
navigation,tenant-service,navigation_overrides,12,"Navigation -- Navigation Overrides",name,no
navigation,tenant-service,navigation_registry,26,"Navigation -- Navigation Registry",name,yes
navigation,tenant-service,navigation_role_bindings,5,"Navigation -- Role record (Navigation Role Bindings)",token,yes
navigation,tenant-service,navigation_usage_aggregates,10,"Navigation -- Navigation Usage Aggregates",name,no
navigation,tenant-service,navigation_usage_log,8,"Navigation -- Navigation Usage: Activity/audit log records",pattern,no
navigation,tenant-service,navigation_version_history,8,"Navigation -- Navigation Version: Historical change records",pattern,no
provisioning,tenant-service,ninety_day_plans,6,"Provisioning -- Ninety Day Plans",name,no
provisioning,tenant-service,provisioning_audit,9,"Provisioning -- Provisioning: Audit-trail entries",pattern,no
provisioning,tenant-service,provisioning_jobs,17,"Provisioning -- Provisioning: Job records",pattern,no
provisioning,tenant-service,provisioning_steps,8,"Provisioning -- Provisioning: Execution step records",pattern,no
operating,tenant-service,operating_packs,12,"Operating -- Operating Packs",name,no
training,compliance-controls-service,phishing_campaigns,33,"Training -- Campaign record (Phishing Campaigns)",token,no
training,compliance-controls-service,phishing_user_results,13,"Training -- User record (Phishing User Results)",token,no
training,compliance-controls-service,sector_training_paths,8,"Training -- Sector Training Paths",name,yes
training,compliance-controls-service,training_assignments,27,"Training -- Training: Assignment mapping (X to Y)",pattern,no
training,compliance-controls-service,training_audit_log,11,"Training -- Training Audit: Activity/audit log records",pattern,no
training,compliance-controls-service,training_campaigns,36,"Training -- Campaign record (Training Campaigns)",token,no
training,compliance-controls-service,training_catalog,20,"Training -- Training Catalog",name,no
training,compliance-controls-service,training_certificates,8,"Training -- Training Certificates",name,no
training,compliance-controls-service,training_certification_audit,7,"Training -- Training Certification: Audit-trail entries",pattern,no
training,compliance-controls-service,training_certification_requirements,10,"Training -- Training Certification Requirements",name,yes
training,compliance-controls-service,training_certifications,17,"Training -- Training Certifications",name,no
training,compliance-controls-service,training_completion_snapshots,20,"Training -- Training Completion: Point-in-time snapshots",pattern,no
training,compliance-controls-service,training_completions,10,"Training -- Training Completions",name,no
training,compliance-controls-service,training_content,31,"Training -- Training Content",name,yes
training,compliance-controls-service,training_enrollments,13,"Training -- Training Enrollments",name,no
training,compliance-controls-service,training_programs,10,"Training -- Training Programs",name,no
training,compliance-controls-service,training_team_distribution,6,"Training -- Team record (Training Team Distribution)",token,yes
training,compliance-controls-service,training_user_progress,14,"Training -- User record (Training User Progress)",token,no
training,compliance-controls-service,vendors,40,"Training -- Vendor/third-party record (Vendors)",token,yes
policy,governance-policy-service,policy_assessment_history,9,"Policy -- Policy Assessment: Historical change records",pattern,no
policy,governance-policy-service,policy_categories,12,"Policy -- Policy: Category taxonomy",pattern,yes
policy,governance-policy-service,policy_control_links,9,"Policy -- Policy Control: Cross-table link records",pattern,no
policy,governance-policy-service,policy_control_mappings,6,"Policy -- Policy Control: Cross-entity mapping",pattern,no
policy,governance-policy-service,policy_dashboard_cache,5,"Policy -- Policy Dashboard: Cached values",pattern,no
policy,governance-policy-service,policy_delivery_records,14,"Policy -- Policy record (Policy Delivery Records)",token,no
policy,governance-policy-service,policy_drift_events,9,"Policy -- Policy Drift: Domain event records",pattern,no
policy,governance-policy-service,policy_drift_snapshots,3,"Policy -- Policy Drift: Point-in-time snapshots",pattern,no
policy,governance-policy-service,policy_exception_approvals,8,"Policy -- Approval record (Policy Exception Approvals)",token,no
policy,governance-policy-service,policy_exception_requests,22,"Policy -- Policy record (Policy Exception Requests)",token,no
policy,governance-policy-service,policy_gaps,7,"Policy -- Policy record (Policy Gaps)",token,no
policy,governance-policy-service,policy_guidance,14,"Policy -- Policy record (Policy Guidance)",token,no
policy,governance-policy-service,policy_issue_links,8,"Policy -- Policy Issue: Cross-table link records",pattern,no
policy,governance-policy-service,policy_kpi_values,12,"Policy -- Policy record (Policy Kpi Values)",token,yes
policy,governance-policy-service,policy_metrics,25,"Policy -- Policy: Metric data points",pattern,no
policy,governance-policy-service,policy_mom_records,21,"Policy -- Policy record (Policy Mom Records)",token,no
policy,governance-policy-service,policy_pack_catalog,7,"Policy -- Policy record (Policy Pack Catalog)",token,yes
policy,governance-policy-service,policy_pack_rules,7,"Policy -- Policy Pack: Rules/policy definitions",pattern,yes
policy,governance-policy-service,policy_process_actions,15,"Policy -- Policy Process: Action/operation catalog",pattern,no
policy,governance-policy-service,policy_publication_audiences,7,"Policy -- Policy record (Policy Publication Audiences)",token,no
policy,governance-policy-service,policy_publications,15,"Policy -- Policy: Published records",pattern,no
policy,governance-policy-service,policy_risk_links,9,"Policy -- Policy Risk: Cross-table link records",pattern,no
policy,governance-policy-service,policy_scores,6,"Policy -- Policy record (Policy Scores)",token,no
policy,governance-policy-service,policy_templates,20,"Policy -- Policy: Template catalog",pattern,no
policy,governance-policy-service,policy_version_diffs,9,"Policy -- Policy record (Policy Version Diffs)",token,no
policy,governance-policy-service,policy_versions,17,"Policy -- Policy: Versioned record history",pattern,no
policy,governance-policy-service,policy_workflow_tracker,10,"Policy -- Policy record (Policy Workflow Tracker)",token,no
policy,governance-policy-service,policy_workflows,37,"Policy -- Policy: Workflow definitions",pattern,no
policy,governance-policy-service,sod_rules,11,"Policy -- Sod: Rules/policy definitions",pattern,yes
proactive-leadership,governance-policy-service,proactive_leadership_config_history,8,"Proactive Leadership -- Proactive Leadership Config: Historical change records",pattern,no
proactive-leadership,governance-policy-service,proactive_leadership_cycles,8,"Proactive Leadership -- Proactive Leadership Cycles",name,no
proactive-leadership,governance-policy-service,proactive_leadership_insights,13,"Proactive Leadership -- Proactive Leadership Insights",name,no
proactive-leadership,governance-policy-service,proactive_leadership_patterns,10,"Proactive Leadership -- Proactive Leadership Patterns",name,no
proactive-leadership,governance-policy-service,proactive_leadership_thresholds,12,"Proactive Leadership -- Proactive Leadership: Threshold definitions",pattern,no
proactive-leadership,governance-policy-service,proactive_module_coverage,12,"Proactive Leadership -- Proactive Module Coverage",name,no
proactive-leadership,governance-policy-service,proactive_signal_rules,17,"Proactive Leadership -- Proactive Signal: Rules/policy definitions",pattern,no
mobile,notification-service,push_tokens,6,"Mobile -- Push: Token records",pattern,no
quality-gate,tenant-service,qgate_ai_eval_scores,13,"Quality Gate -- Qgate Ai Eval Scores",name,no
quality-gate,tenant-service,qgate_mutation_reports,12,"Quality Gate -- Qgate Mutation Reports",name,no
quality-gate,tenant-service,qgate_runs,18,"Quality Gate -- Qgate: Execution run records",pattern,no
quality-gate,tenant-service,qgate_schema_drift_log,14,"Quality Gate -- Qgate Schema Drift: Activity/audit log records",pattern,no
quality-gate,tenant-service,qgate_stage_results,12,"Quality Gate -- Qgate Stage Results",name,no
quality-gate,tenant-service,qgate_thresholds,8,"Quality Gate -- Qgate: Threshold definitions",pattern,no
quality-gate,tenant-service,qgate_vrt_snapshots,10,"Quality Gate -- Qgate Vrt: Point-in-time snapshots",pattern,no
remediation,risk-incident-service,remediation_plan_templates,11,"Remediation -- Remediation Plan: Template catalog",pattern,no
remediation,risk-incident-service,remediation_plans,12,"Remediation -- Remediation Plans",name,yes
remediation,risk-incident-service,remediation_sla_config,11,"Remediation -- Remediation Sla: Configuration values",pattern,no
remediation,risk-incident-service,remediation_tracking,19,"Remediation -- Remediation Tracking",name,no
reporting,evidence-audit-reporting-service,report_schedule_config,10,"Reporting -- Report Schedule: Configuration values",pattern,no
reporting,evidence-audit-reporting-service,report_schedules,9,"Reporting -- Report Schedules",name,no
reporting,evidence-audit-reporting-service,report_shares,6,"Reporting -- Report Shares",name,no
reporting,evidence-audit-reporting-service,saved_views,12,"Reporting -- Saved Views",name,no
reporting,evidence-audit-reporting-service,widget_registry,16,"Reporting -- Widget Registry",name,yes
security,auth-service,security_compliance_attestations,13,"Security -- Security Compliance: Attestation records",pattern,no
security,auth-service,security_events,15,"Security -- Security: Domain event records",pattern,no
security,auth-service,security_posture_snapshots,10,"Security -- Security Posture: Point-in-time snapshots",pattern,no
sod,auth-service,sod_conflict_log,16,"Sod -- Sod Conflict: Activity/audit log records",pattern,no
sod,auth-service,sod_conflict_resolution_history,13,"Sod -- Sod Conflict Resolution: Historical change records",pattern,no
team,tenant-service,team_collaboration_matrix,26,"Team -- RACI/permission matrix (Team Collaboration Matrix)",token,yes
team,tenant-service,team_function_mappings,6,"Team -- Team Function: Cross-entity mapping",pattern,yes
team,tenant-service,team_handoffs,28,"Team -- Team record (Team Handoffs)",token,no
team,tenant-service,team_members,13,"Team -- Team: Member records",pattern,no
team,tenant-service,team_operation_modes,8,"Team -- Team record (Team Operation Modes)",token,no
webhooks,gateway,webhooks,7,"Webhooks -- Webhooks",name,no
widgets,evidence-audit-reporting-service,widgets_bundles,14,"Widgets -- Widgets Bundles",name,yes
widgets,evidence-audit-reporting-service,widgets_registry,20,"Widgets -- Widgets Registry",name,yes
widgets,evidence-audit-reporting-service,widgets_render_log,7,"Widgets -- Widgets Render: Activity/audit log records",pattern,no
workspace,tenant-service,workspace_feature_overrides,3,"Workspace -- Workspace record (Workspace Feature Overrides)",token,no
workspace,tenant-service,workspace_profile,14,"Workspace -- Workspace record (Workspace Profile)",token,no
workspace,tenant-service,workspace_profiles,7,"Workspace -- Workspace record (Workspace Profiles)",token,no
workspace,tenant-service,workspace_provisioning_runs,8,"Workspace -- Workspace Provisioning: Execution run records",pattern,no
workspace,tenant-service,workspace_provisioning_steps,11,"Workspace -- Workspace Provisioning: Execution step records",pattern,no
workspace,tenant-service,workspace_seeds,13,"Workspace -- Workspace record (Workspace Seeds)",token,no
workspace,tenant-service,workspace_state_history,6,"Workspace -- Workspace State: Historical change records",pattern,no
workspace,tenant-service,workspace_states,5,"Workspace -- Workspace: State-machine state catalog",pattern,no
